an exploration of
times of placement
of placement and
placement and serial
numbers of each
of each sensor
each sensor in
sensor in a
in a laboratory
a laboratory notebook
the data collection
data collection process
collection process is
process is a
is a combination
a combination of
combination of preplanned
activities and infield
and infield decisions
because the aquatic
the aquatic phenomena
of interest vary
interest vary on
vary on diel
on diel or
diel or hour
or hour cycle
hour cycle scientists
cycle scientists take
scientists take data
take data for
data for a
once sensors begin
sensors begin to
begin to report
to report data
report data researchers
data researchers begin
observing interesting phenomena
interesting phenomena such
phenomena such as
such as that
as that the
that the water
the water flows
more quickly at
quickly at one
at one end
one end of
end of the
of the lake
the lake and
lake and that
and that the
that the water
the water is
water is greener
and at a
at a higher
a higher temperature
higher temperature where
temperature where a
where a rock
a rock slows
rock slows the
slows the flow
such information the
information the team
the team may
team may change
may change the
change the data
the data collection
strategy altering plans
altering plans for
plans for sensor
for sensor placement
sensor placement or
placement or for
or for hand
for hand collection
of water samples
at the end
the end of
end of a
of a deployment
a deployment equipment
deployment equipment is
removed and returned
and returned to
returned to the
to the lab
water samples are
samples are processed
are processed for
organism identification and
identification and concentration
and concentration and
concentration and for
and for nutrient
sensor data are
data are compared
are compared to
compared to the
to the inlab
the inlab and
inlab and infield
calibration curves and
curves and to
and to other
to other trusted
other trusted data
trusted data sources
only then are
water sample data
sample data and
data and sensor
and sensor data
sensor data integrated
data integrated for
integrated for analysis
data analysis is
analysis is complete
is complete and
complete and papers
and papers are
papers are published
are published numerical
published numerical data
are burned to
burned to dvds
to dvds and
dvds and shelved
and shelved with
shelved with other
with other data
water samples are
samples are put
are put in
put in cold
in cold storage
cens data users
data users and
users and uses
data from cens
from cens dynamic
cens dynamic field
dynamic field deployments
field deployments can
deployments can be
can be grouped
be grouped into
sensors are used
are used to
used to capture
to capture numerical
capture numerical data
numerical data on
data on the
scientific application the
application the performance
the performance of
performance of the
of the sensors
themselves and proprioceptive
and proprioceptive data
proprioceptive data to
data to use
to use in
use in navigation
in navigation for
robotic sensor technology
the fourth category
fourth category is
category is handcollected
data for the
for the scientific
the scientific application
scientific application such
application such as
such as the
as the water
the water samples
described above in
above in the
in the deployment
the deployment scenario
each of the
of the four
the four data
types has multiple
has multiple variables
multiple variables from
variables from temperature
from temperature and
temperature and barometric
pressure to roll
to roll pitch
roll pitch and
pitch and yaw
and yaw to
yaw to packets
to packets sent
packets sent and
sent and received
data serve only
serve only one
only one purpose
one purpose but
purpose but most
but most serve
most serve multiple
serve multiple purposes
multiple purposes for
instance the scientific
the scientific data
scientific data collected
data collected can
collected can be
can be used
be used to
used to identify
to identify sensor
when we asked
we asked our
asked our subjects
our subjects about
subjects about capturing
about capturing using
capturing using sharing
using sharing and
preserving data from
data from deployments
from deployments and
deployments and about
and about capabilities
about capabilities they
desired in archives
in archives to
archives to support
to support their
support their data
their data the
data the primary
the primary interest
primary interest was
in the scientific
the scientific data
computer science and
science and engineering
researchers were as
were as concerned
as concerned about
concerned about the
about the quality
the quality and
quality and accessibility
of scientific data
scientific data as
data as were
as were the
were the domain
the domain scientists
computer science and
science and engineering
and engineering researchers
engineering researchers took
researchers took little
took little interest
in maintaining access
maintaining access to
access to sensor
to sensor performance
sensor performance data
performance data or
proprioceptive data that
data that are
that are essential
are essential to
essential to their
to their own
their own research
forms of data
of data appear
data appear to
appear to serve
to serve transient
serve transient purposes
transient purposes for
purposes for these
researchers with minimal
with minimal archival
minimal archival value
however they may
they may be
essential for reuse
for reuse of
reuse of the
of the application
the application science
application science data
science data by
data by others
our research questions
research questions address
questions address the
address the initial
the initial stages
initial stages of
stages of the
of the data
the data life
cycle in which
in which data
which data are
data are captured
are captured and
captured and subsequent
and subsequent stages
subsequent stages in
stages in which
the data are
data are cleaned
are cleaned analyzed
cleaned analyzed published
analyzed published curated
published curated and
curated and made
the interview questions
interview questions were
questions were divided
were divided into
divided into four
categories data characteristics
data characteristics data
characteristics data sharing
data sharing data
sharing data policy
data policy and
policy and data
this paper reports
paper reports our
reports our further
our further exploration
further exploration of
exploration of the
scientific data life
data life cycle
life cycle based
cycle based on
based on responses
on responses to
responses to questions
to questions about
data characteristics and
characteristics and architecture
findings on other
on other questions
are reported elsewhere
the findings reported
findings reported here
reported here are
here are drawn
are drawn from
drawn from an
from an interview
an interview study
interview study of
five environmental science
environmental science projects
science projects and
projects and subsequent
and subsequent field
for each project
each project we
project we interviewed
we interviewed a
interviewed a complementary
set of science
of science and
science and technology
and technology participants
technology participants including
participants including faculty
including faculty postdoctoral
faculty postdoctoral fellows
postdoctoral fellows graduate
fellows graduate students
graduate students and
students and research
and research staff
comprised of about
of about faculty
about faculty and
faculty and other
and other researchers
other researchers about
student researchers and
researchers and some
and some fulltime
some fulltime research
fulltime research staff
research staff who
staff who are
affiliated with the
with the five
the five participating
five participating universities
ethnographic study consisted
study consisted of
consisted of indepth
of indepth interviews
indepth interviews with
interviews with two
participants each two
each two to
two to three
to three hours
three hours over
hours over two
over two to
two to three
to three sessions
the intensive interview
intensive interview study
interview study consisted
study consisted of
consisted of participants
of participants working
on the five
the five ecology
five ecology projects
interviews were minutes
were minutes to
minutes to two
hours in length
in length averaging
length averaging roughly
averaging roughly minutes
the interviews were
interviews were audiotaped
were audiotaped transcribed
audiotaped transcribed and
transcribed and complemented
by the interviewers
the interviewers memos
interviewers memos on
memos on topics
on topics and
topics and themes
analysis proceeded to
proceeded to identify
to identify emergent
we developed a
developed a full
a full coding
full coding process
coding process using
process using nvivo
which was used
was used to
used to test
to test and
test and refine
and refine themes
refine themes in
themes in coding
in coding of
coding of subsequent
this study used
study used the
used the methods
the methods of
methods of grounded
of grounded theory
grounded theory to
identify themes and
themes and to
and to test
to test them
test them in
them in the
in the full
the full corpus
full corpus of
corpus of interview
transcripts and notes
in addition to
addition to the
to the interviews
the interviews members
interviews members of
members of our
of our research
our research team
research team have
attended numerous field
numerous field deployments
field deployments with
deployments with various
with various cens
various cens research
participant observation was
observation was used
was used to
used to gain
to gain entree
gain entree to
entree to these
workintensive daylong to
daylong to weeklong
to weeklong data
weeklong data collection
data collection events
assisting the researchers
the researchers in
researchers in their
in their deployment
their deployment of
deployment of equipment
of equipment and
data capture we
capture we were
we were able
were able to
able to discover
to discover the
discover the processes
the processes leading
processes leading up
leading up to
the deployment and
deployment and the
and the plans
the plans for
plans for use
for use of
use of the
of the data
the data captured
user scenarios for
scenarios for how
for how data
how data were
data were captured
were captured processed
captured processed and
published were extracted
were extracted from
extracted from the
from the interview
the interview and
interview and observational
these scenarios were
scenarios were used
were used to
used to construct
to construct a
construct a data
a data flow
data flow model
including the data
the data sources
data sources level
sources level of
level of derivation
of derivation and
derivation and any
and any computer
programs or scripts
or scripts that
scripts that were
that were used
were used to
used to transform
to transform the
transform the data
combined flows we
flows we were
we were able
were able to
able to extract
to extract common
extract common procedures
common procedures and
generalize them across
them across our
across our participants
we then verified
then verified this
verified this life
cycle model during
model during our
during our interactions
our interactions with
interactions with researchers
with researchers after
researchers after the
interviews or observations
or observations of
observations of their
of their data
their data collections
data collections efforts
described here are
here are both
are both the
both the general
the general lifecycle
general lifecycle phases
lifecycle phases and
phases and the
and the three
data lifecycles present
lifecycles present within
present within cens
within cens research
research lead us
lead us to
us to model
to model a
model a unified
a unified data
unified data life
data life cycle
life cycle that
cycle that applied
that applied to
all of cens
of cens research
this lifecycle model
lifecycle model in
model in described
in described in
described in more
detail along with
along with the
with the charge
the charge to
charge to evaluate
to evaluate the
evaluate the model
the model for
generalizability across the
across the center
the center and
center and to
and to shine
to shine alight
shine alight on
alight on some
on some of
the more entangled
more entangled phases
entangled phases dcc
in teasing out
teasing out the
out the variation
present in two
in two of
two of the
of the phases
the phases of
phases of the
of the lifecycle
the lifecycle the
lifecycle the generalization
there was a
was a clear
a clear distinction
clear distinction between
distinction between what
between what happened
what happened to
happened to the
data created as
created as a
as a part
a part of
part of technology
of technology research
technology research and
research and those
and those data
created when science
when science and
science and technology
and technology researchers
technology researchers worked
researchers worked together
and these were
these were both
were both different
both different from
different from the
from the data
the data created
data created by
created by scientific
these three types
three types of
types of lifecycle
of lifecycle are
lifecycle are characterized
are characterized by
characterized by what
the research is
research is meant
is meant to
meant to accomplish
to accomplish be
accomplish be that
be that scientific
that scientific research
technological research or
research or development
or development of
development of technology
of technology for
technology for science
this latter is
latter is when
is when both
when both science
both science and
science and technology
and technology researchers
collect data in
data in the
in the field
the field with
field with the
with the technologists
the technologists responsible
technologists responsible for
responsible for the
equipment or systems
or systems being
systems being tested
being tested and
tested and the
and the scientists
the scientists responsible
for collecting other
collecting other data
other data to
data to make
to make the
make the sensor
the sensor data
sensor data worthwhile
the order of
order of the
of the steps
the steps is
steps is not
is not absolute
not absolute as
absolute as some
as some stages
some stages are
iterative while others
while others may
others may occur
may occur in
occur in parallel
for instance phases
appear to happen
to happen concurrently
happen concurrently with
concurrently with new
with new outliers
new outliers emerging
only when the
when the data
the data has
data has been
has been integrated
the beginning of
beginning of the
of the data
the data life
data life cycle
is the design
the design of
design of new
of new experiments
design new experiments
new experiments by
experiments by reusing
by reusing data
reusing data from
data from prior
calibration and setup
before sensors are
sensors are deployed
they are calibrated
are calibrated to
calibrated to known
to known solutions
known solutions or
solutions or values
or values to
identify the offset
the offset between
offset between the
between the actual
the actual measurement
actual measurement and
the expected measurement
they are calibrated
are calibrated again
calibrated again infield
again infield a
infield a process
a process referred
process referred to
referred to as
to as groundtruthing
capture or generation
once sensors have
sensors have been
deployed successfully in
successfully in the
in the field
the field researchers
field researchers begin
researchers begin to
collect observations of
observations of physical
of physical phenomena
sensor measurements are
measurements are direct
are direct e
speed and others
and others are
others are indirect
are indirect e
fluorescence as an
as an indicator
an indicator of
indicator of chlorophyll
of chlorophyll activity
after data have
data have been
have been captured
been captured calibration
captured calibration and
groundtruthing information need
information need to
need to be
to be applied
be applied to
applied to the
data to normalize
to normalize any
normalize any calibration
any calibration offsets
calibration offsets from
offsets from the
few of the
of the observations
the observations and
observations and samples
collected in the
in the field
the field can
field can be
can be interpreted
be interpreted without
derivation into more
into more meaningful
more meaningful data
meaningful data points
typically must be
must be averaged
be averaged into
averaged into composite
into composite points
composite points before
they can be
can be used
be used in
used in analysis
researchers are looking
are looking for
looking for trends
for trends over
trends over time
and across spatial
across spatial locations
datasets each given
deployment are integrated
are integrated by
integrated by multiple
by multiple researchers
multiple researchers for
multiple reasons and
reasons and in
and in multiple
in multiple combinations
researchers use statistical
use statistical modeling
statistical modeling and
visualization tools that
tools that vary
that vary by
vary by research
by research specialty
research specialty and
they test and
test and generate
hypotheses and draw
and draw conclusions
draw conclusions about
conclusions about data
about data obtained
from the deployments
data collected during
collected during embedded
during embedded network
sensor deployments culminate
deployments culminate in
culminate in scholarly
in scholarly publications
such as journal
as journal articles
journal articles conference
articles conference papers
conference papers posters
papers posters and
few if any
if any of
any of the
of the cens
the cens researchers
cens researchers interviewed
had data preservation
data preservation strategies
preservation strategies commensurate
strategies commensurate with
commensurate with those
with those of
those of the
it is more
is more accurate
more accurate to
accurate to say
to say that
say that they
that they back
they back up
general life cycle
life cycle phases
we have identified
have identified nine
identified nine stages
nine stages that
stages that appear
that appear to
appear to be
to be common
be common to
common to the
cens deployments studied
deployments studied the
studied the researchers
the researchers and
researchers and to
and to the
to the resulting
figure life cycle
life cycle of
cycle of cens
of cens data
three lifecycles model
table three lifecycles
three lifecycles with
lifecycles with sample
with sample tasks
sample tasks for
tasks for each
for each phase
each phase of
phase of each
of each cycle
generate hypothesis develop
methods choose equipment
plan sampling schedule
negotiate researchable questions
researchable questions choose
equipment and personnel
and personnel schedule
personnel schedule tasks
generate hypothesis develop
calibrate equipment collect
ground truth samples
calibrate sensing systems
sensing systems groundtruthing
prepare model data
model data or
data or algorithm
to be used
hand sampling observation
sensor collection hand
collection hand sampling
hand sampling observing
environment tweaking systems
tweaking systems observing
users checking in
checking in across
in across groups
sensor collection generating
collection generating from
models creating new
creating new data
new data by
running algorithms over
algorithms over data
creating models from
models from data
analysis of samples
of samples recording
presence and frequencyvolume
of organisms or
organisms or chemicals
comparing to environmental
models remove outliers
part i tech
debug investigate error
investigate error reports
retesting pass code
pass code around
code around to
around to get
remove sensor artifacts
sensor artifacts synch
artifacts synch time
stamps recalibrate aggregate
recalibrate aggregate data
aggregate data by
variable derive data
derive data for
data for compound
part ii science
sample analysis recording
analysis recording presence
recording presence and
frequencyvolume of organisms
of organisms or
chemicals groundtruthing based
groundtruthing based on
based on hand
samples comparing to
comparing to environmental
models removing outliers
linear regression of
regression of variables
captured hypothesis testing
visualization hypothesis testing
publish conclusions in
conclusions in science
journals post or
post or reposit
or reposit data
publish conclusions in
conclusions in science
in science journals
science journals and
technical proceedings post
proceedings post data
publish conclusions in
conclusions in technical
proceedings post data
refrigerate samples numerical
data kept in
kept in databases
in databases printed
for hard copies
hard copies filed
refrigerate samples numerical
samples numerical data
numerical data kept
data kept in
databases move files
move files to
files to a
to a lab
a lab server
lab server or
server or local
move files to
files to a
to a lab
a lab server
lab server or
server or local
in these models
these models we
models we have
we have combined
have combined the
combined the formerly
the formerly separate
cleaning integration and
integration and derivation
and derivation phases
derivation phases because
phases because they
because they are
they are so
in order to
order to properly
to properly remove
properly remove outliers
remove outliers the
outliers the data
the data must
data must be
derived or integrated
or integrated thus
integrated thus these
thus these three
these three phases
three phases are
phases are really
are really separate
tasks that are
that are performed
are performed iteratively
performed iteratively until
iteratively until the
until the data
the data is
data is clean
is clean enough
for analysis to
analysis to begin
technology research has
research has the
has the luxury
the luxury of
luxury of not
of not always
not always needing
always needing to
needing to go
out into the
into the field
much of their
of their research
their research involves
research involves testing
involves testing models
or algorithms generating
algorithms generating data
generating data from
data from these
from these and
these and evaluating
and evaluating the
performance none of
none of which
of which requires
which requires fieldwork
at the same
the same time
the data generated
data generated in
generated in the
in the lab
the lab may
lab may be
may be wildly
be wildly different
wildly different from
different from those
captured in the
in the field
the field and
field and the
and the occasional
the occasional reality
occasional reality check
reality check is
check is necessary
to maintain a
maintain a clear
a clear heading
when the technologists
the technologists perform
fieldwork they do
they do not
do not need
not need the
need the scientists
the scientists present
scientists present to
present to capture
to capture data
that will progress
will progress their
progress their research
their research because
research because their
because their test
their test subject
test subject in
subject in these
cases are the
are the equipment
the equipment and
equipment and systems
and systems themselves
scientists do not
do not need
not need to
need to bring
to bring the
bring the technologists
the technologists along
technologists along for
along for their
own data collection
data collection efforts
collection efforts unless
efforts unless they
unless they want
they want to
want to use
to use the
use the sensing
many technology research
technology research cycles
research cycles happen
cycles happen between
happen between infield
deployments just as
just as many
as many infield
many infield technology
infield technology deployments
happen between a
between a sciencetechnology
a sciencetechnology development
sciencetechnology development deployment
for scientists on
scientists on the
on the other
the other hand
other hand the
hand the frequency
the frequency of
frequency of data
of data collection
cycle is much
is much lower
much lower with
lower with most
with most cycles
most cycles lasting
cycles lasting a
lasting a year
a year or
year or more
these science research
science research cycles
research cycles carry
cycles carry a
carry a much
a much higher
much higher investment
higher investment for
the data collected
the interplay of
interplay of the
of the cycles
the cycles are
cycles are negotiated
are negotiated based
on time available
time available and
available and need
coordinating larger deployments
larger deployments to
collect data that
data that is
that is meaningful
is meaningful to
meaningful to both
to both the
both the scientists
the scientists and
scientists and the
technologists is a
is a significant
a significant investment
significant investment of
investment of time
of time and
time and resources
difficult as they
as they are
they are these
are these are
these are the
are the rare
the rare opportunities
rare opportunities to
opportunities to see
to see the
users using the
using the instruments
the instruments and
instruments and the
and the systems
the systems allowing
systems allowing the
technologists to begin
to begin the
begin the next
the next iteration
next iteration of
iteration of the
of the design
comparing these three
these three data
three data lifecycles
data lifecycles reveals
lifecycles reveals the
reveals the affects
the affects of
collaboration on routine
on routine research
routine research by
research by either
by either the
either the science
the science or
the experiment design
experiment design phase
design phase is
phase is much
different during the
during the collaborative
the collaborative cycle
collaborative cycle attempting
cycle attempting to
attempting to offer
significant research opportunities
research opportunities to
opportunities to both
to both parties
the data capture
phases are very
are very different
very different for
different for each
for each cycle
each cycle during
cycle during the
during the science
research cycle the
cycle the emphasis
the emphasis is
emphasis is on
is on hand
on hand collected
hand collected samples
collected samples the
collaborative cycle is
cycle is concerned
is concerned more
concerned more with
more with the
with the capture
the capture of
capture of sensor
data than the
than the hand
the hand sample
hand sample data
sample data even
data even though
even though this
though this data
this data is
data is significant
to the science
the science researchers
science researchers and
researchers and acts
and acts as
acts as a
as a ground
a ground truth
ground truth mechanism
for the sensor
the sensor data
sensor data and
data and the
and the technology
the technology research
technology research cycles
research cycles range
