      5 science and technology
      1 recordings and artifacts
      1 recorded paying special
      1 reconstructing past results
      1 range of gaps
      1 questions about it
      1 question a problem
      1 pursue their own
      1 purposes we examined
      1 provides them with
      1 provided the underlying
      1 promotes technologymediated interactions
      1 project small groups
      1 projected towards the
      1 processes of generating
      1 proceedings of the
      1 procedures or results
      1 problem tasks and
      1 problem state and
      1 problem space constitutes
      1 problems or possible
      1 problemsolving episodes in
      1 problemsolving activity sustain
      1 problem solving actions
      1 problems of understanding
      1 problems of coordination
      1 problem a decision
      1 prior work and
      1 prior activities engaged
      1 prior activities and
      1 primarily information activity
      1 present resources and
      1 present or future
      1 present an analysis
      1 practices which allowed
      1 practices to sustain
      1 practices through which
      1 practices that teams
      1 practices that lead
      1 practices seemed to
      1 practices revealed a
      1 practices related to
      1 practices presented below
      1 practices of virtual
      1 practices local longitudinal
      1 practices documented involved
      1 practices documented in
      1 practices can be
      1 practices are used
      1 practices are related
      1 practices aimed at
      1 practice in technology
      1 possible new tasks
      1 positioning participants as
      1 plays in their
      1 perspectives often lead
      1 perspectives and participants
      1 perspective ethnomethodology is
      1 person or a
      1 persistent chat tool
      1 people learn in
      1 paying special attention
      1 past results by
      1 past and present
      1 past and future
      1 particular matter etc
      1 participation frameworks and
      1 participants seemed to
      1 participants in the
      1 participants have been
      1 participants deal with
      1 participants as being
      1 participants and nonparticipants
      1 participants and artifacts
      1 paper submitted for
      1 oxford uk elsevier
      1 over time usually
      1 over time and
      1 over time across
      1 overcome relevant gaps
      1 overcome discontinuities but
      1 overcome a wide
      1 out through a
      1 out of incomplete
      1 outcomes we can
      1 our understanding of
      1 our study of
      1 our refinement of
      1 our purposes we
      1 our interest lies
      1 our case we
      1 our analysis were
      1 our analysis are
      1 our analysis aimed
      1 other teams and
      1 others interested in
      1 other problemsolving resources
      1 other knowledge gap
      1 other interested individuals
      1 other groups in
      1 or should speak
      1 or sequential organization
      1 or results that
      1 or possible new
      1 or not involved
      1 originally this space
      1 orientation to collective
      1 org is an
      1 organization of experience
      1 or future activity
      1 or at a
      1 or any other
      1 or a groups
      1 openended mathematical situation
      1 on the teams
      1 on their prior
      1 on naturalistic inquiry
      1 online service for
      1 online math discussions
      1 online environment that
      1 online contexts in
      1 online community managed
      1 online community active
      1 online communities requires
      1 online communities bridge
      1 online collaborative environments
      1 ongoing dynamic interactions
      1 one interesting structural
      1 one action relates
      1 on collaborative learning
      1 on characterizing the
      1 of vmt activity
      1 of virtual teams
      1 of virtual groups
      1 of understanding different
      1 of tools to
      1 of time and
      1 of three hypothesized
      1 of the three
      1 of the th
      1 of the team
      1 of the structural
      1 of the sessions
      1 of the relationship
      1 of the problemsolving
      1 of the phenomenological
      1 of the information
      1 of the groups
      1 of the current
      1 of the cognitive
      1 often lead to
      1 of students come
      1 of shifting epistemologies
      1 of shared knowledge
      1 of prior results
      1 of prior activities
      1 of participants in
      1 of our analysis
      1 of other teams
      1 of other groups
      1 of online collaborative
      1 of mathematics students
      1 of many human
      1 of joint action
      1 of interaction longitudinal
      1 of interaction and
      1 of information practices
      1 of information bridgers
      1 of individual and
      1 of incomplete work
      1 of how individuals
      1 of groups and
      1 of gaps in
      1 of future work
      1 offered of the
      1 of experience i
      1 of events by
      1 of effective collective
      1 of effective collaborative
      1 of different perspectives
      1 of continuity and
      1 of collaborative knowledge
      1 of bridging practices
      1 of boundary objects
      1 of awareness and
      1 of available problem
      1 of a team
      1 of an openended
      1 of and we
      1 of activity participation
      1 of activity or
      1 number of different
      1 not involved in
      1 nonparticipants of prior
      1 noncollocated secondaryschool students
      1 nj lawrence erlbaum
      1 new tasks teams
      1 new tasks for
      1 new tasks collective
      1 nature of joint
      1 naturally knowledge building
      1 naturalistic inquiry to
      1 nassif the use
      1 multiple episodes and
      1 multiple elements of
      1 multiple collectivities but
      1 multiple collaborative sessions
      1 most studies have
      1 most significant practices
      1 more visible and
      1 more complex problems
      1 missing explanations further
      1 might be to
      1 members and others
      1 math teams online
      1 math forum httpmathforum
      1 math forum continues
      1 math forum and
      1 mathematicians staff members
      1 mathematical work by
      1 mathematical situation and
      1 math discussions for
      1 math chat environment
      1 mark abrams nassif
      1 many human contexts
      1 manner in which
      1 manage this complexity
      1 management greenberg roseman
      1 managed their ongoing
      1 managed the apparent
      1 ma mit press
      1 machines towards an
      1 longterm knowledge building
      1 longterm activity across
      1 longitudinal as it
      1 longitudinal and expansive
      1 local within an
      1 local longitudinal and
      1 list the existence
      1 link together different
      1 lies in characterizing
      1 lies at the
      1 liberal education in
      1 led to our
      1 least common of
      1 learning teaching and
      1 learning sciences icls
      1 learning science pp
      1 learning in humans
      1 learning have shown
      1 learning from collaborative
      1 learning cscl taipei
      1 learning a thematic
      1 learn in f
      1 lead to such
      1 lead to problems
      1 leads to gaps
      1 later on the
      1 koschmann et al
      1 knowledge structure that
      1 knowledge society pp
      1 knowledge building theory
      1 knowledge building roschelle
      1 knowledge building of
      1 knowledgebuilding more visible
      1 knowledge building have
      1 knowledge building has
      1 knowledge building and
      1 knowledge artifacts such
      1 kling gray ellis
      1 juxtaposing past and
      1 journal of the
      1 journal of computersupported
      1 joint action over
      1 its construction maintenance
      1 it related to
      1 it projected towards
      1 it over time
      1 issues of continuity
      1 is significantly distributed
      1 ishii et al
      1 is created and
      1 is based on
      1 is an online
      1 is a complex
      1 in which this
      1 in which each
      1 involved the planning
      1 involved in a
      1 investigation in the
      1 investigates the innovative
      1 in this sense
      1 in the study
      1 in the service
      1 in the online
      1 in their knowledge
      1 in their interactions
      1 in the field
      1 in the context
      1 interweaving three central
      1 intersubjective problem space
      1 intersubjective learning a
      1 international journal of
      1 interest lies in
      1 interesting structural feature
      1 interested in learning
      1 interested individuals and
      1 interdisciplinary learning science
      1 interdisciplinary collaboration star
      1 interact with other
      1 interaction supports becomes
      1 interactions especially in
      1 interactions and the
      1 interactions among teachers
      1 interaction longitudinal as
      1 interaction and the
      1 interactional manner in
      1 interactional breakdowns while
      1 integrated goals descriptions
      1 in technology enhanced
      1 in summary bridging
      1 instructional psychology pp
      1 inquiry to inductively
      1 in prior activities
      1 in particular make
      1 in our case
      1 in our analysis
      1 in online math
      1 innovative use of
      1 in many cases
      1 in learning teaching
      1 in grouptogroup collaboration
      1 information practices which
      1 information practices to
      1 information practices through
      1 information practices seemed
      1 information practices related
      1 information practices presented
      1 information practices of
      1 information practices local
      1 information practices can
      1 information bridgers in
      1 information activity individual
      1 in fields such
      1 inferences and repairing
      1 individuals small groups
      1 individuals and groups
      1 individual and group
      1 individual and collective
      1 in contextspecific settings
      1 in contexts characterized
      1 in computermediated knowledge
      1 incomplete work e
      1 in communities scardamalia
      1 in collaborative problemsolving
      1 including for example
      1 in characterizing how
      1 in a specific
      1 in a math
      1 in a knowledge
      1 in a different
      1 in addition to
      1 human experience in
      1 human contexts including
      1 how teams of
      1 how individuals small
      1 how do people
      1 how does one
      1 hourlong sessions over
      1 holistically understand human
      1 history of the
      1 history constructed out
      1 hillsdale nj lawrence
      1 here we present
      1 have shown that
      1 have seen that
      1 have one interesting
      1 have concentrated solely
      1 have been studied
      1 have been offered
      1 have been an
      1 hausmann chi roy
      1 has shown that
      1 has been defined
      1 handbook of the
      1 growing orientation to
      1 grouptogroup distance collaboration
      1 grouptogroup collaboration mark
      1 groups wessner et
      1 groups understanding of
      1 groups of students
      1 groups in the
      1 groups and the
      1 groups and online
      1 groups and communities
      1 group creativity e
      1 group cognition in
      1 group cognition computer
      1 greenberg roseman ishii
      1 gray ellis oldridge
      1 go to isi
      1 goals of our
      1 goals descriptions of
      1 given feedback on
      1 given a brief
      1 germany springer verlag
      1 generate and pursue
      1 garfinkel to examine
      1 gaps that arise
      1 gaps of awareness
      1 gaps in their
      1 gaps in collective
      1 future work out
      1 future activity as
      1 frontiers of prior
      1 from go to
      1 from each team
      1 from collaborative problem
      1 from a number
      1 frameworks and knowledge
      1 four noncollocated secondaryschool
      1 four hourlong sessions
      1 for virtual communities
      1 forum continues to
      1 forum and the
      1 for the third
      1 for the teams
      1 for their current
      1 for the advancement
      1 for teams to
      1 for sustaining and
      1 formed with about
      1 for intersubjective learning
      1 for four hourlong
      1 for example educational
      1 for collaborative learning
      1 for collaborative knowledge
      1 for a math
      1 five virtual teams
      1 fields such as
      1 field of computersupported
      1 feedback on their
      1 feature in common
      1 expository texts the
      1 exploring the role
      1 explore the relationship
      1 explore issues of
      1 experience in contextspecific
      1 expansive as it
      1 existence of information
      1 example the virtual
      1 example educational settings
      1 examining the space
      1 examine the sequences
      1 examined each of
      1 evolve the development
      1 evolve and expand
      1 evolution of research
      1 events perspectives and
      1 events by using
      1 european conference of
      1 ethnomethodology is based
      1 ethnomethodology garfinkel to
      1 establish continuity and
      1 essential for sustaining
      1 especially in the
      1 escalates in contexts
      1 episodes of interaction
      1 episodes in which
      1 episodes and collectivities
      1 episode of interaction
      1 episode of activity
      1 environment wessner et
      1 environment that provides
      1 environments to support
      1 entire dataset led
      1 enriching the mechanisms
      1 englewood cliffs nj
      1 engaged in online
      1 engaged in collaborative
      1 encouraged to generate
      1 encouraged to continue
      1 enacting specific participation
      1 employed to bridged
      1 employed the approach
      1 emergence of shifting
      1 elements were central
      1 elements that define
      1 elements of their
      1 effective collaborative knowledge
      1 education in a
      1 each team sessions
      1 each team participated
      1 each of the
      1 each case five
      1 dynamic interactions and
      1 during the spring
      1 dual processes of
      1 do people learn
      1 done in a
      1 does one action
      1 documented involved the
      1 documented in our
      1 distributed over time
      1 distributed nature of
      1 discussions for four
      1 discovered in prior
      1 discontinuities relevant to
      1 discontinuities emerging from
      1 discontinuities but few
      1 dillenbourg et al
      1 digital libraries e
      1 different work styles
      1 different time how
      1 different schools across
      1 different episodes of
      1 dialogic understanding of
      1 development of new
      1 developing and advancing
      1 determines the success
      1 despite their interest
      1 designing for virtual
      1 designing an online
      1 descriptions of the
      1 descriptions have been
      1 description of an
      1 described as the
      1 describe bridging might
      1 deployed for teams
      1 deployed by interweaving
      1 define the information
      1 defined as the
      1 define a set
      1 decision or any
      1 deal with the
      1 dataset led to
      1 current problem state
      1 cscw and knowledge
      1 cscl taipei taiwan
      1 crucial topic most
      1 creation testing and
      1 creation of a
      1 creation and management
      1 created and used
      1 core of many
      1 core of effective
      1 coparticipants overcome a
      1 cooperative work ecscw
      1 cooperative work cscw
      1 contribute to the
      1 continuously a very
      1 continuity that was
      1 continue their work
      1 continues to evolve
      1 contextspecific settings patton
      1 contexts in particular
      1 contexts including for
      1 contexts characterized by
      1 construct new tasks
      1 construction of shared
      1 construction and maintenance
      1 constructed out of
      1 construct a sense
      1 construct and use
      1 constant comparison through
      1 consequential undertaking that
      1 configuration of future
      1 conference of computer
      1 conduct their collaborative
      1 conducted two case
      1 concerned with what
      1 conceptual artifacts scardamalia
      1 concentrated solely on
      1 computer support for
      1 computermediated knowledge communication
      1 complex problems or
      1 complex and challenging
      1 comparison through the
      1 community managed the
      1 community and virtual
      1 community active since
      1 communities who successfully
      1 communities requires that
      1 communities bridge multiple
      1 common of the
      1 combines a persistent
      1 collectivities or perspectives
      1 collectivities but that
      1 collective remembering participants
      1 collective cognitive responsibility
      1 collective carried out
      1 collaborative problemsolving as
      1 collaborative problemsolving activity
      1 collaborative learning pp
      1 collaborative learning ijcscl
      1 collaborative learning have
      1 collaborative learning cscl
      1 collaborative interactions e
      1 collaborative experience e
      1 collaborative environments to
      1 collaboration star the
      1 collaboration mark abrams
      1 cognitive science society
      1 cognitive responsibility for
      1 cognition in a
      1 cognition computer support
      1 cliffs nj prenticehall
      1 chi roy koschmann
      1 chi dillenbourg et
      1 chicago open court
      1 chat tool with
      1 characterizing the outcomes
      1 characterized by longitudinal
      1 challenge of effective
      1 challenge escalates in
      1 central to the
      1 central challenge of
      1 central aspects of
      1 case we have
      1 case study the
      1 case studies of
      1 case of the
      1 case five virtual
      1 carried out through
      1 can result in
      1 can or should
      1 can list the
      1 cambridge ma mit
      1 cambridge handbook of
      1 by volunteer teachers
      1 by small groups
      1 by juxtaposing past
      1 by interweaving three
      1 by framing narratives
      1 by enacting specific
      1 but that specific
      1 building virtual communities
      1 building theory pedagogy
      1 building roschelle teasley
      1 building of virtual
      1 building is at
      1 building is a
      1 building have been
      1 building has been
      1 building and collective
      1 build evolve and
      1 brief description of
      1 bridging then seems
      1 bridging practices revealed
      1 bridging might be
      1 bridging activity plays
      1 bridging activity allowed
      1 bridgers in grouptogroup
      1 bridge multiple elements
      1 bridged the apparent
      1 breakdowns while the
      1 boundary objects in
      1 blake and the
      1 bielaczyc blake and
      1 biases in computermediated
      1 between cscl and
      1 be to say
      1 berlin germany springer
      1 being or not
      1 been studied from
      1 been offered of
      1 been defined as
      1 been an area
      1 becomes essential for
      1 bearman fox urs
      1 based on naturalistic
      1 barron chi dillenbourg
      1 barab kling gray
      1 a wide range
      1 awareness of available
      1 awareness and problems
      1 a very consequential
      1 available problem solving
      1 at the start
      1 at the nd
      1 at the international
      1 at the core
      1 a team history
      1 at different schools
      1 at developing and
      1 at a different
      1 as well as
      1 as those who
      1 as the math
      1 as the creation
      1 as the construction
      1 as tasks and
      1 as such represent
      1 as smallgroup research
      1 as rules procedures
      1 aspects of the
      1 a specific past
      1 a special online
      1 as part of
      1 as it related
      1 as it projected
      1 as in fields
      1 a shared whiteboard
      1 a series of
      1 a sense of
      1 as being or
      1 as a shared
      1 as an example
      1 artifacts such as
      1 artifacts scardamalia bereiter
      1 artifacts from each
      1 arrow et al
      1 arise among events
      1 are used to
      1 are related to
      1 a problem a
      1 a person or
      1 a persistent chat
      1 a particular matter
      1 any other knowledge
      1 a number of
      1 another way to
      1 an openended mathematical
      1 an online service
      1 an online community
      1 an interdisciplinary learning
      1 an example the
      1 an episode of
      1 and we conducted
      1 and virtual community
      1 and virtual communities
      1 and use reportables
      1 and used determines
      1 and to explore
      1 and the virtual
      1 and the teams
      1 and the relevant
      1 and the larger
      1 and the growing
      1 and the creation
      1 and teasley described
      1 and tasks and
      1 and sustainability of
      1 and sequences of
      1 and repairing mental
      1 and pursue their
      1 and projective memory
      1 and problem tasks
      1 and problems of
      1 and present resources
      1 and participants have
      1 and others interested
      1 and other problemsolving
      1 and nonparticipants of
      1 and management of
      1 and maintenance of
      1 and machines towards
      1 and link together
      1 and knowledge artifacts
      1 and in many
      1 and improvement of
      1 and groups wessner
      1 and group creativity
      1 and expansive continuity
      1 and expansive as
      1 and expand knowledge
      1 and enriching the
      1 and construct new
      1 and communities who
      1 and collective information
      1 and collective carried
      1 and challenging enterprise
      1 and biases in
      1 and as such
      1 and artifacts from
      1 and also that
      1 and advancing a
      1 an area of
      1 analysis were to
      1 analysis of three
      1 analysis has shown
      1 analysis aimed at
      1 among these outcomes
      1 among teachers of
      1 among events perspectives
      1 a math community
      1 a math chat
      1 also that specific
      1 allowed the teams
      1 a knowledge society
      1 aimed at understanding
      1 aimed at developing
      1 a groups understanding
      1 agenda for cscl
      1 affordances for intersubjective
      1 advancing the frontiers
      1 advancing a person
      1 advance our understanding
      1 advancement in communities
      1 a digital libraries
      1 a different time
      1 a dialogic understanding
      1 a decision or
      1 addition to some
      1 activity sustain it
      1 activity plays in
      1 activity participation frameworks
      1 activity or at
      1 activity individual and
      1 activity as those
      1 activity and the
      1 activity allowed the
      1 activities of other
      1 activities engaged in
      1 activities collectivities or
      1 activities and construct
      1 action relates to
      1 action over time
      1 across the united
      1 across participants and
      1 across multiple episodes
      1 across multiple collectivities
      1 a complex and
      1 a brief description
      1 abrams nassif the
      1 about four noncollocated
      1 about a particular
